252274,231593,168308,72.7,25782,11.1,37503,16.2,154628,66.8,40561,17.5,36404,15.7,66.7,61.3
28659,26737,15984,59.8,5421,20.3,5332,19.9,13752,51.4,7838,29.3,5147,19.3,55.8,48
86429,75939,53203,70.1,9973,13.1,12763,16.8,47512,62.6,16102,21.2,12326,16.2,61.6,55
81912,75590,57226,75.7,6725,8.9,11639,15.4,53646,71,10569,14,11376,15,69.9,65.5
32954,31649,25027,79.1,2160,6.8,4462,14.1,24050,76,3214,10.2,4385,13.9,75.9,73
22320,21677,16868,77.8,1503,6.9,3306,15.3,15668,72.3,2838,13.1,3171,14.6,75.6,70.2
121870,111485,79340,71.2,13698,12.3,18447,16.5,72474,65,21147,19,17863,16,65.1,59.5
14382,13453,7870,58.5,2793,20.8,2790,20.7,6591,49,4141,30.8,2721,20.2,54.7,45.8
42872,37527,25229,67.2,5716,15.2,6582,17.5,22333,59.5,8916,23.8,6278,16.7,58.8,52.1
39759,36545,27269,74.6,3638,10,5638,15.4,25422,69.6,5626,15.4,5497,15,68.6,63.9
15401,14760,11680,79.1,1020,6.9,2060,14,11269,76.4,1465,9.9,2025,13.7,75.8,73.2
9456,9201,7292,79.3,532,5.8,1377,15,6859,74.5,999,10.9,1343,14.6,77.1,72.5
130404,120108,88968,74.1,12084,10.1,19055,15.9,82154,68.4,19414,16.2,18541,15.4,68.2,63
14277,13284,8114,61.1,2628,19.8,2542,19.1,7161,53.9,3697,27.8,2427,18.3,56.8,50.2
43558,38412,27974,72.8,4258,11.1,6181,16.1,25178,65.5,7186,18.7,6048,15.7,64.2,57.8
42153,39045,29957,76.7,3087,7.9,6002,15.4,28224,72.3,4943,12.7,5879,15.1,71.1,67
17553,16890,13347,79,1141,6.8,2402,14.2,12781,75.7,1749,10.4,2360,14,76,72.8
12864,12476,9576,76.8,971,7.8,1929,15.5,8810,70.6,1839,14.7,1827,14.6,74.4,68.5
586,0,924,0.4,583,0.3,685,0.3,952,0.4,707,0.3,677,0.3,0.4,0.4
592,0,469,1.1,279,0.9,277,0.9,437,1.2,334,1.1,272,0.9,1.1,1.1
951,0,786,0.5,375,0.4,421,0.4,753,0.6,470,0.5,415,0.4,0.5,0.6
897,0,807,0.4,310,0.3,403,0.3,789,0.4,385,0.3,399,0.3,0.4,0.4
755,0,575,0.3,177,0.2,253,0.3,565,0.4,216,0.3,251,0.3,0.3,0.4
586,0,480,0.3,148,0.2,219,0.3,464,0.4,203,0.3,214,0.3,0.3,0.3
962,0,897,0.5,436,0.4,501,0.4,873,0.5,533,0.4,493,0.4,0.5,0.5
432,0,334,1.6,201,1.3,201,1.3,307,1.6,244,1.5,199,1.3,1.6,1.6
774,0,577,0.8,286,0.6,306,0.6,547,0.8,355,0.7,299,0.6,0.8,0.8
920,0,598,0.6,229,0.4,284,0.5,579,0.6,284,0.5,281,0.5,0.6,0.6
950,0,404,0.5,122,0.3,173,0.4,397,0.5,146,0.4,172,0.4,0.5,0.5
962,0,322,0.5,88,0.3,142,0.4,313,0.5,121,0.4,140,0.4,0.5,0.5
969,0,924,0.5,411,0.3,508,0.4,905,0.5,513,0.4,502,0.4,0.5,0.5
430,0,339,1.6,195,1.3,192,1.3,319,1.7,231,1.5,188,1.3,1.6,1.6
778,0,604,0.7,248,0.5,297,0.6,577,0.8,320,0.7,294,0.6,0.8,0.8
928,0,623,0.5,211,0.3,293,0.5,607,0.6,266,0.4,290,0.5,0.5,0.6
958,0,430,0.5,129,0.3,187,0.4,422,0.5,159,0.4,185,0.4,0.5,0.5
969,0,367,0.5,119,0.3,167,0.4,353,0.5,164,0.4,163,0.4,0.5,0.5
